Retailer,Retailer ID,Invoice Date ,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Walmart,1185732,01-05-2021,Northeast,New York,New York,Men's Apparel,47,280,1316,474,Outlet
West Gear,1128299,01-10-2020,West,California,San Francisco,Men's Athletic Footwear,39,280,1092,197,Outlet
Sports Direct,1197831,14-11-2020,South,Texas,Dallas,Men's Athletic Footwear,40,280,1120,459,Outlet
Sports Direct,1197831,12-05-2020,South,Texas,Dallas,Women's Apparel,42,280,1176,647,Outlet
Sports Direct,1197831,11-07-2020,South,Alabama,Birmingham,Women's Apparel,36,280,1008,645,Outlet
Sports Direct,1197831,29-01-2021,South,Alabama,Birmingham,Women's Apparel,47,280,1316,921,Outlet
Walmart,1128299,15-12-2020,Southeast,Florida,Orlando,Men's Street Footwear,58,280,1624,585,Outlet
Walmart,1185732,16-05-2021,Northeast,New York,New York,Men's Apparel,43,279,1200,396,Outlet
Walmart,1185732,03-09-2020,Northeast,New York,New York,Men's Apparel,48,279,1339,496,Outlet
Foot Locker,1185732,09-08-2020,Northeast,New York,New York,Women's Street Footwear,46,278,1279,614,Online
Foot Locker,1185732,16-06-2020,Southeast,Florida,Miami,Women's Apparel,56,278,1557,950,Online
Foot Locker,1185732,18-11-2021,Southeast,South Carolina,Charleston,Women's Apparel,58,278,1612,984,Online
Foot Locker,1185732,29-01-2020,Southeast,South Carolina,Charleston,Men's Street Footwear,50,278,1390,792,Online
Foot Locker,1185732,01-07-2021,Northeast,New York,New York,Men's Apparel,46,278,1279,435,Outlet
West Gear,1128299,28-04-2020,West,California,San Francisco,Men's Athletic Footwear,47,278,1307,287,Outlet
Sports Direct,1197831,13-12-2020,South,Alabama,Birmingham,Women's Street Footwear,36,278,1001,530,Outlet
West Gear,1197831,24-07-2021,West,Idaho,Boise,Women's Street Footwear,34,278,945,397,Outlet
West Gear,1128299,09-08-2020,West,California,San Francisco,Men's Street Footwear,56,277,1551,698,Online
Foot Locker,1185732,17-02-2020,Northeast,New York,New York,Women's Street Footwear,36,276,994,467,Online
Walmart,1197831,31-03-2021,South,Texas,Houston,Women's Apparel,37,276,1021,643,Online
Sports Direct,1185732,25-03-2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,28,276,773,417,Online
Sports Direct,1197831,29-03-2020,South,Alabama,Birmingham,Men's Apparel,25,275,6875,"2,750.00",Outlet
Foot Locker,1185732,10-12-2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,25,275,6875,"2,750.00",In-store
Foot Locker,1185732,05-01-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,275,8250,"2,888.00",In-store
Foot Locker,1185732,01-12-2020,Midwest,Missouri,St. Louis,Women's Street Footwear,20,275,5500,"1,925.00",In-store
Foot Locker,1185732,03-03-2020,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15,275,4125,"1,650.00",In-store
Foot Locker,1185732,09-06-2021,Midwest,Missouri,St. Louis,Men's Apparel,25,275,6875,"2,406.00",In-store
West Gear,1185732,29-01-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,275,6875,"2,750.00",In-store
West Gear,1185732,27-01-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,275,5500,"2,200.00",In-store
West Gear,1185732,17-07-2021,West,Utah,Salt Lake City,Men's Apparel,30,275,8250,"2,888.00",In-store
Foot Locker,1185732,14-06-2021,South,Mississippi,Jackson,Women's Athletic Footwear,20,275,5500,"2,200.00",Online
Walmart,1197831,09-04-2020,South,Arkansas,Little Rock,Women's Athletic Footwear,20,275,5500,"2,200.00",Online
Walmart,1197831,13-03-2020,South,Arkansas,Little Rock,Men's Apparel,30,275,8250,"2,888.00",Online
West Gear,1197831,21-06-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,275,6875,"2,406.00",Online
West Gear,1197831,05-02-2020,South,Oklahoma,Oklahoma City,Women's Street Footwear,10,275,2750,"1,100.00",Online
West Gear,1197831,21-08-2020,South,Oklahoma,Oklahoma City,Women's Apparel,25,275,6875,"2,750.00",Online
West Gear,1197831,20-06-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,275,4125,"1,650.00",Online
Foot Locker,1197831,29-08-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,15,275,4125,"1,444.00",Online
Foot Locker,1185732,01-03-2021,Midwest,Kansas,Wichita,Women's Street Footwear,30,275,8250,"2,475.00",Online
Sports Direct,1185732,04-01-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,275,6875,"2,063.00",Online
Sports Direct,1185732,10-07-2020,Midwest,North Dakota,Fargo,Women's Apparel,25,275,6875,"2,750.00",Online
Foot Locker,1185732,06-02-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,"2,888.00",In-store
Foot Locker,1185732,30-06-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,"2,888.00",In-store
West Gear,1185732,11-10-2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,275,4125,"1,444.00",In-store
West Gear,1185732,18-05-2020,Midwest,Indiana,Indianapolis,Women's Apparel,25,275,6875,"2,750.00",In-store
West Gear,1185732,13-01-2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30,275,8250,"3,300.00",In-store
West Gear,1185732,28-11-2020,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,275,8250,"3,300.00",In-store
Foot Locker,1185732,21-06-2020,Northeast,Maryland,Baltimore,Women's Street Footwear,30,275,8250,"3,300.00",In-store
Foot Locker,1185732,05-05-2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30,275,8250,"3,300.00",In-store
Kohl's,1185732,17-10-2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25,275,6875,"2,750.00",In-store
Walmart,1185732,18-07-2020,Northeast,New York,New York,Men's Athletic Footwear,53,273,1447,622,Online
West Gear,1128299,18-10-2020,West,California,San Francisco,Men's Street Footwear,56,273,1529,764,Online
West Gear,1128299,06-06-2021,West,California,San Francisco,Men's Street Footwear,62,273,1693,779,Online
West Gear,1128299,07-03-2021,West,California,San Francisco,Men's Athletic Footwear,58,273,1583,428,Online
Sports Direct,1197831,21-07-2020,South,Texas,Dallas,Women's Street Footwear,46,273,1256,691,Online
Foot Locker,1185732,24-03-2021,West,Washington,Seattle,Men's Street Footwear,44,273,1201,661,Online
Foot Locker,1185732,27-07-2020,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,1392,780,Online
Walmart,1197831,03-12-2021,South,Texas,Houston,Women's Apparel,27,272,734,404,Outlet
Walmart,1197831,29-04-2020,South,Texas,Houston,Men's Street Footwear,31,272,843,329,Outlet
West Gear,1128299,30-08-2021,West,California,San Francisco,Men's Street Footwear,36,272,979,382,Outlet
Kohl's,1189833,28-09-2021,West,California,Los Angeles,Men's Athletic Footwear,37,272,1006,292,Outlet
Kohl's,1189833,16-11-2020,West,California,Los Angeles,Men's Street Footwear,40,272,1088,500,Outlet
Sports Direct,1197831,03-11-2020,South,Texas,Dallas,Women's Apparel,47,272,1278,729,Outlet
Sports Direct,1197831,16-10-2020,South,Tennessee,Knoxville,Men's Street Footwear,29,272,789,394,Outlet
Sports Direct,1197831,29-06-2020,South,Tennessee,Knoxville,Women's Apparel,38,272,1034,641,Outlet
Walmart,1128299,12-09-2021,Southeast,Florida,Orlando,Men's Street Footwear,50,272,1360,435,Outlet
Walmart,1128299,06-03-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,272,1632,441,Outlet
West Gear,1185732,06-12-2021,Southeast,Florida,Orlando,Men's Street Footwear,30,272,816,416,Outlet
Foot Locker,1128299,29-01-2021,Southeast,Virginia,Richmond,Men's Street Footwear,60,272,1632,604,Outlet
Foot Locker,1128299,01-12-2021,Southeast,Virginia,Richmond,Men's Street Footwear,67,272,1822,729,Outlet
West Gear,1128299,24-03-2021,South,Louisiana,New Orleans,Men's Street Footwear,46,272,1251,576,Outlet
West Gear,1128299,15-03-2021,South,Texas,Houston,Women's Street Footwear,33,271,894,376,Outlet
West Gear,1128299,18-07-2021,West,California,San Francisco,Men's Street Footwear,40,271,1084,412,Outlet
West Gear,1128299,25-02-2021,West,California,San Francisco,Women's Athletic Footwear,40,271,1084,325,Outlet
Sports Direct,1197831,01-01-2021,South,Tennessee,Knoxville,Women's Apparel,31,271,840,496,Outlet
Sports Direct,1197831,16-07-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,44,271,1192,608,Outlet
West Gear,1197831,04-04-2020,West,Idaho,Boise,Men's Athletic Footwear,40,271,1084,466,Outlet
Walmart,1197831,29-06-2021,South,Arkansas,Little Rock,Men's Street Footwear,39,271,1057,444,Outlet
Foot Locker,1185732,17-11-2020,Northeast,New York,New York,Men's Athletic Footwear,54,270,1458,598,Online
Walmart,1185732,30-08-2021,Northeast,New York,New York,Men's Apparel,54,270,1458,656,Online
Walmart,1185732,30-05-2021,Northeast,New York,New York,Men's Athletic Footwear,50,270,1350,594,Online
Kohl's,1189833,12-07-2021,West,California,Los Angeles,Men's Street Footwear,44,270,1188,653,Online
Sports Direct,1185732,26-04-2020,Southeast,Florida,Miami,Men's Street Footwear,56,270,1512,907,Online
West Gear,1128299,01-07-2021,South,Louisiana,New Orleans,Men's Street Footwear,86,270,2322,"1,231.00",Online
Foot Locker,1185732,05-09-2020,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,1566,767,Online
Foot Locker,1185732,04-12-2021,Northeast,New York,New York,Women's Athletic Footwear,35,270,945,350,Outlet
Walmart,1185732,07-03-2021,Northeast,New York,New York,Women's Athletic Footwear,41,270,1107,410,Outlet
Sports Direct,1197831,05-10-2020,Northeast,New York,New York,Men's Street Footwear,20,270,540,211,Outlet
Sports Direct,1197831,10-11-2021,Northeast,New York,New York,Men's Athletic Footwear,26,270,702,260,Outlet
Walmart,1197831,14-09-2020,South,Texas,Houston,Women's Apparel,39,270,1053,569,Outlet
Walmart,1197831,27-01-2021,South,Texas,Houston,Men's Street Footwear,34,270,918,349,Outlet
West Gear,1128299,21-02-2020,West,California,San Francisco,Men's Street Footwear,44,270,1188,523,Outlet
Walmart,1185732,24-09-2020,Northeast,New York,New York,Women's Street Footwear,47,268,1260,592,Online
Walmart,1197831,19-01-2020,South,Texas,Houston,Men's Street Footwear,29,268,777,373,Online
Walmart,1197831,29-01-2021,South,Texas,Houston,Men's Street Footwear,37,268,992,486,Online
West Gear,1128299,20-01-2021,West,California,San Francisco,Men's Athletic Footwear,56,268,1501,420,Online
Foot Locker,1185732,15-01-2020,Southeast,Florida,Miami,Men's Street Footwear,41,268,1099,659,Online
Sports Direct,1197831,18-01-2020,South,Alabama,Birmingham,Women's Street Footwear,51,268,1367,820,Online
Foot Locker,1185732,15-09-2021,Northeast,New York,New York,Men's Athletic Footwear,53,267,1415,594,Online
Foot Locker,1185732,09-07-2020,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,875,507,Online
Walmart,1197831,06-10-2021,South,Texas,Houston,Women's Street Footwear,27,264,713,285,Outlet
Walmart,1197831,16-07-2021,South,Texas,Houston,Men's Street Footwear,33,264,871,366,Outlet
West Gear,1128299,16-09-2021,South,Texas,Houston,Men's Street Footwear,30,264,792,309,Outlet
West Gear,1128299,28-04-2020,West,California,San Francisco,Women's Street Footwear,46,264,1214,486,Outlet
West Gear,1128299,28-02-2020,West,California,San Francisco,Women's Apparel,56,264,1478,281,Outlet
West Gear,1128299,04-08-2020,West,California,San Francisco,Women's Apparel,51,264,1346,202,Outlet
Kohl's,1189833,19-02-2020,West,California,Los Angeles,Men's Street Footwear,24,264,634,279,Outlet
Kohl's,1189833,04-11-2020,West,California,Los Angeles,Women's Apparel,48,264,1267,279,Outlet
Kohl's,1189833,09-07-2020,West,California,Los Angeles,Men's Athletic Footwear,41,264,1082,336,Outlet
Kohl's,1189833,01-06-2020,West,California,Los Angeles,Men's Athletic Footwear,39,264,1030,278,Outlet
Kohl's,1189833,02-01-2020,West,California,Los Angeles,Men's Athletic Footwear,43,264,1135,341,Outlet
Kohl's,1189833,31-10-2021,West,California,Los Angeles,Men's Athletic Footwear,42,264,1109,333,Outlet
Sports Direct,1197831,08-03-2021,South,Texas,Dallas,Women's Apparel,34,264,898,467,Outlet
Sports Direct,1197831,06-11-2021,South,Texas,Dallas,Men's Athletic Footwear,34,264,898,377,Outlet
Sports Direct,1197831,06-09-2020,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,792,396,Outlet
Sports Direct,1197831,07-03-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,977,479,Outlet
Sports Direct,1197831,09-01-2020,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,977,537,Outlet
West Gear,1197831,05-03-2020,West,Idaho,Boise,Men's Street Footwear,35,264,924,425,Outlet
Foot Locker,1197831,27-12-2021,West,Idaho,Boise,Women's Apparel,51,264,1346,794,Outlet
Foot Locker,1185732,23-02-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,24,264,634,203,Outlet
Walmart,1185732,01-03-2021,Northeast,New York,New York,Women's Apparel,66,263,1736,642,Online
West Gear,1128299,08-04-2021,West,California,San Francisco,Men's Street Footwear,52,263,1368,602,Online
Sports Direct,1197831,18-06-2020,South,Texas,Dallas,Women's Apparel,53,263,1394,878,Online
Sports Direct,1197831,07-02-2021,South,Tennessee,Knoxville,Women's Street Footwear,36,263,947,568,Online
West Gear,1185732,08-07-2020,Northeast,New York,Albany,Men's Street Footwear,59,263,1552,869,Online
Sports Direct,1185732,01-01-2020,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,1447,926,Online
Sports Direct,1185732,13-04-2020,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,894,447,Online
Sports Direct,1185732,09-05-2020,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,710,383,Online
Sports Direct,1185732,10-07-2020,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,1683,"1,060.00",Online
Sports Direct,1197831,08-06-2021,South,Texas,Houston,Men's Athletic Footwear,30,263,789,308,Outlet
Walmart,1197831,28-05-2020,South,Texas,Houston,Women's Athletic Footwear,26,263,684,328,Outlet
West Gear,1128299,31-01-2020,West,California,San Francisco,Men's Athletic Footwear,49,263,1289,309,Outlet
West Gear,1128299,17-09-2020,West,California,San Francisco,Men's Apparel,59,263,1552,884,Outlet
West Gear,1128299,17-10-2020,West,California,San Francisco,Men's Street Footwear,39,263,1026,359,Outlet
Sports Direct,1197831,01-10-2020,South,Alabama,Birmingham,Women's Apparel,36,263,947,625,Outlet
Walmart,1128299,13-11-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,1946,545,Outlet
West Gear,1197831,22-01-2021,West,Idaho,Boise,Men's Athletic Footwear,35,263,921,377,Outlet
Foot Locker,1185732,18-07-2021,South,Mississippi,Jackson,Men's Street Footwear,31,263,815,359,Outlet
Foot Locker,1185732,05-09-2020,Northeast,New York,New York,Men's Athletic Footwear,46,261,1201,528,Online
Foot Locker,1185732,18-02-2021,Northeast,New York,New York,Women's Street Footwear,46,261,1201,564,Online
Foot Locker,1185732,11-02-2020,Northeast,New York,New York,Women's Athletic Footwear,47,261,1227,552,Online
Walmart,1185732,07-07-2021,Northeast,New York,New York,Men's Apparel,60,261,1566,673,Online
Walmart,1197831,20-03-2020,South,Texas,Houston,Women's Apparel,53,261,1383,858,Online
Walmart,1128299,09-07-2020,Southeast,Florida,Orlando,Men's Street Footwear,83,261,2166,953,Online
West Gear,1185732,06-03-2021,Northeast,New York,Albany,Men's Street Footwear,50,261,1305,783,Online
Foot Locker,1185732,30-07-2021,Northeast,New York,New York,Men's Athletic Footwear,47,260,1222,513,Online
Foot Locker,1185732,01-08-2021,Northeast,New York,New York,Women's Apparel,46,260,1196,443,Online
Foot Locker,1185732,19-09-2020,Northeast,New York,New York,Men's Athletic Footwear,48,259,1243,535,Online
Foot Locker,1185732,10-12-2020,Northeast,New York,New York,Men's Athletic Footwear,50,259,1295,518,Online
Walmart,1197831,16-08-2020,South,Texas,Houston,Men's Athletic Footwear,38,259,984,453,Online
Walmart,1197831,31-07-2021,South,Texas,Houston,Men's Athletic Footwear,41,259,1062,478,Online
West Gear,1128299,13-12-2020,West,California,San Francisco,Men's Athletic Footwear,66,259,1709,513,Online
West Gear,1185732,07-07-2021,Southeast,Florida,Miami,Women's Apparel,63,259,1632,"1,061.00",Online
Walmart,1185732,20-06-2020,Northeast,New York,New York,Women's Street Footwear,52,258,1342,644,Online
Foot Locker,1185732,27-08-2021,Northeast,New York,New York,Women's Street Footwear,45,257,1157,532,Online
Foot Locker,1185732,27-01-2021,Southeast,Florida,Miami,Men's Street Footwear,42,256,1075,624,Online
Foot Locker,1185732,10-04-2020,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,998,579,Online
West Gear,1128299,19-08-2021,West,California,San Francisco,Men's Athletic Footwear,50,256,1280,384,Outlet
West Gear,1128299,21-03-2020,West,California,San Francisco,Women's Apparel,56,256,1434,215,Outlet
West Gear,1128299,27-12-2020,West,California,San Francisco,Women's Street Footwear,44,256,1126,372,Outlet
West Gear,1128299,24-09-2021,West,California,San Francisco,Women's Apparel,50,256,1280,218,Outlet
Kohl's,1189833,16-11-2021,West,California,Los Angeles,Men's Street Footwear,36,256,922,433,Outlet
Sports Direct,1197831,19-09-2021,South,Texas,Dallas,Men's Street Footwear,30,256,768,284,Outlet
Sports Direct,1197831,21-04-2020,South,Texas,Dallas,Men's Street Footwear,34,256,870,366,Outlet
Sports Direct,1197831,15-12-2021,South,Texas,Dallas,Men's Athletic Footwear,43,256,1101,506,Outlet
Sports Direct,1197831,30-04-2021,South,Texas,Dallas,Women's Apparel,54,256,1382,829,Outlet
Sports Direct,1197831,20-03-2020,South,Tennessee,Knoxville,Men's Street Footwear,28,256,717,337,Outlet
Sports Direct,1197831,08-10-2021,South,Alabama,Birmingham,Men's Street Footwear,31,256,794,421,Outlet
Walmart,1128299,21-03-2020,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,1408,436,Outlet
Sports Direct,1185732,06-01-2020,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,666,366,Outlet
West Gear,1128299,24-05-2020,West,Oregon,Portland,Men's Street Footwear,69,256,1766,654,Outlet
West Gear,1128299,18-08-2021,West,Oregon,Portland,Men's Athletic Footwear,62,256,1587,667,Outlet
West Gear,1128299,01-06-2021,South,Louisiana,New Orleans,Men's Street Footwear,47,256,1203,566,Outlet
West Gear,1128299,27-05-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,1459,642,Outlet
Foot Locker,1185732,29-04-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30,256,768,307,Outlet
Walmart,1185732,16-09-2021,South,Mississippi,Jackson,Men's Street Footwear,41,256,1050,472,Outlet
Sports Direct,1185732,12-11-2021,South,Mississippi,Jackson,Men's Street Footwear,48,256,1229,578,Outlet
Sports Direct,1197831,18-10-2021,South,Texas,Houston,Men's Athletic Footwear,33,255,842,379,Online
Walmart,1197831,14-12-2021,South,Texas,Houston,Men's Street Footwear,44,255,1122,539,Online
